SCHOOL NO.,ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,WEBSITE,網頁,RELIGION,宗教
510564000123,Aided Primary Schools,資助小學,OUR LADY OF CHINA CATHOLIC PRI SCH,天主教佑華小學,ESTATE PRIMARY SCHOOL TSUI PING ESTATE PHASE IV KWUN TONG KOWLOON,九龍觀塘翠屏?第四期屋?小學,114-13-50,114-13-50,22-18-47,22-18-47,841786,841786,819344,819344,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,PRIMARY,小學,23482366,23482366,27179804,27179804,http://www.oloccp.edu.hk,http://www.oloccp.edu.hk,CATHOLICISM,天主教
560448000123,Aided Primary Schools,資助小學,CCC KEI FAAT PRIMARY SCHOOL (YAU TONG),中華基督教會基法小學(油塘),25 YAU TONG ROAD YAU TONG KOWLOON,九龍油塘油塘道25號,114-14-2,114-14-2,22-17-59,22-17-59,842156,842156,817867,817867,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,PRIMARY,小學,23895458,23895458,23424459,23424459,http://www.kfps.edu.hk,http://www.kfps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
513628000123,Aided Primary Schools,資助小學,S.K.H. ST. PETER'S PRIMARY SCHOOL,聖公會聖彼得小學,70 & 88 HILL ROAD HONG KONG,香港山道70及88號,114-8-8,114-8-8,22-17-3,22-17-3,832020,832020,816150,816150,CO-ED,男女,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,AIDED,資助,PRIMARY,小學,25462624,25462624,28587052,28587052,http://www.spps.edu.hk,http://www.spps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
115339000123,Aided Primary Schools,資助小學,HHCKLA BUDDHIST CHING KOK LIN ASS SCHOOL,香海正覺蓮社佛教正覺蓮社學校,12 YAT MING ROAD FANLING NEW TERRITORIES,新界粉嶺一鳴路12號,114-8-31,114-8-31,22-29-14,22-29-14,832685,832685,838625,838625,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,PRIMARY,小學,26754411,26754411,26754066,26754066,http://www.bcklas.edu.hk,http://www.bcklas.edu.hk,BUDDHISM,佛教
513598000123,Aided Primary Schools,資助小學,SKH ST JOHN'S PRIMARY SCHOOL,聖公會聖約翰小學,16 CLEAR WATER BAY ROAD KOWLOON,九龍清水灣道十六號,114-12-41,114-12-41,22-20-2,22-20-2,839819,839819,821653,821653,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,PRIMARY,小學,23226125,23226125,23530863,23530863,,,PROTESTANTISM / CHRISTIANITY,基督教
115215000123,Aided Primary Schools,資助小學,CARMEL ALISON LAM PRIMARY SCHOOL,迦密愛禮信小學,HIN KENG ESTATE SHATIN NEW TERRITORIES,新界沙田顯徑?,114-10-27,114-10-27,22-21-59,22-21-59,835994,835994,825234,825234,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,PRIMARY,小學,26996945,26996945,26019441,26019441,http://www.calps.edu.hk,http://www.calps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
514683000123,Aided Primary Schools,資助小學,TUN YU SCHOOL,惇裕學校,SAN TIN YUEN LONG NEW TERRITORIES,新界元朗新田,114-4-37,114-4-37,22-29-54,22-29-54,825999.4,825999.4,839860.8,839860.8,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,PRIMARY,小學,24711915,24711915,24823501,24823501,http://www.tys.edu.hk,http://www.tys.edu.hk,NOT APPLICABLE,不適用
511692000223,Aided Primary Schools,資助小學,CONSERVATIVE BAPT LUI MING CHOI PRI SCH,浸信宣道會呂明才小學,78 CHOI HA ROAD KOWLOON,九龍彩霞道78號,114-12-53,114-12-53,22-19-46,22-19-46,840155,840155,821155,821155,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,PRIMARY,小學,"27547024, 27547058","27547024, 27547058",23313417,23313417,http://www.lmc.edu.hk,http://www.lmc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
535605000123,Aided Primary Schools,資助小學,MA ON SHAN METHODIST PRIMARY SCHOOL,馬鞍山循道衛理小學,11 HANG MING STREET MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山恒明街11號,114-13-29,114-13-29,22-25-3,22-25-3,841206,841206,830910,830910,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,PRIMARY,小學,26309219,26309219,26309768,26309768,http://www.mosmps.edu.hk,http://www.mosmps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
530026000123,Aided Primary Schools,資助小學,LING LIANG CHURCH SAU TAK PRIMARY SCHOOL,靈糧堂秀德小學,35 MAN TUNG ROAD TUNG CHUNG LANTAU ISLAND NEW TERRITORIES (INCLUDING 2 CARGO CONTAINERS FOR STORAGE OF FURNITURE & EQUIPMENT IN THE PARKING AREA),新界大嶼山東涌文東路35號(包括停車場內的2個貨櫃),113-56-44,113-56-44,22-17-24,22-17-24,812427.5,812427.5,816819.4,816819.4,CO-ED,男女,WHOLE DAY,全日,ISLANDS,離島區,AIDED,資助,PRIMARY,小學,21094688,21094688,21094699,21094699,http://www.llcst.edu.hk,http://www.llcst.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
512257000123,Aided Primary Schools,資助小學,KAM TSIN VILLAGE HO TUNG SCHOOL,金錢村何東學校,KAM TSIN VILLAGE SHEUNG SHUI NEW TERRITORIES,新界上水金錢村,114-6-42,114-6-42,22-30-6,22-30-6,829564,829564,840218,840218,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,PRIMARY,小學,26703849,26703849,26685391,26685391,http://www.ktvhts.edu.hk/,http://www.ktvhts.edu.hk/,NOT APPLICABLE,不適用
512729000123,Aided Primary Schools,資助小學,LOK SIN TONG YEUNG CHUNG MING PRI SCH,樂善堂楊仲明學校,LOK WAH SOUTH ESTATE NGAU TAU KOK KWUN TONG KOWLOON,九龍觀塘牛頭角樂華南?,114-13-24,114-13-24,22-19-13,22-19-13,841040.2,841040.2,820145.9,820145.9,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,PRIMARY,小學,27559195,27559195,27961057,27961057,http://www.ycmps.edu.hk,http://www.ycmps.edu.hk,NOT APPLICABLE,不適用
511790000123,Aided Primary Schools,資助小學,FIVE DISTRICTS BUSINESS WEL ASSN SCH,五邑工商總會學校,70 WING HONG STREET SHAMSHUIPO KOWLOON,九龍深水?永康街70號,114-9-16,114-9-16,22-20-28,22-20-28,833971,833971,822438,822438,CO-ED,男女,WHOLE DAY,全日,SHAM SHUI PO,深水?區,AIDED,資助,PRIMARY,小學,23071017,23071017,23700692,23700692,http://www.fdbwa.edu.hk,http://www.fdbwa.edu.hk,NOT APPLICABLE,不適用
114413000123,Aided Primary Schools,資助小學,LEI MUK SHUE CATHOLIC PRIMARY SCHOOL,梨木樹天主教小學,ESTATE SCHOOL NO. 2 LEI MUK SHUE ESTATE TSUEN WAN NEW TERRITORIES,新界荃灣梨木樹?第二校舍,114-8-2,114-8-2,22-22-40,22-22-40,831841,831841,826518,826518,CO-ED,男女,WHOLE DAY,全日,TSUEN WAN,荃灣區,AIDED,資助,PRIMARY,小學,24255665,24255665,24226654,24226654,http://www.lmscps.edu.hk,http://www.lmscps.edu.hk,CATHOLICISM,天主教
514713000123,Aided Primary Schools,資助小學,TUNG KOON DIST SOC FONG SHU CHUEN SCH,東莞同鄉會方樹泉學校,43 TUNG KUN STREET YAUMATEI KOWLOON,九龍油麻地東莞街43號,114-10-7,114-10-7,22-18-41,22-18-41,835412,835412,819146,819146,CO-ED,男女,WHOLE DAY,全日,YAU TSIM MONG,油尖旺區,AIDED,資助,PRIMARY,小學,27802295,27802295,27707590,27707590,http://www.tkfsc-school.edu.hk,http://www.tkfsc-school.edu.hk,NOT APPLICABLE,不適用
524824000123,Aided Primary Schools,資助小學,YAN OI TONG TIN KA PING PRIMARY SCHOOL,仁愛堂田家炳小學,3 TONG CHUN STREET TSEUNG KWAN O NEW TERRITORIES,新界將軍澳唐俊街3號,114-15-40,114-15-40,22-18-36,22-18-36,844949,844949,819001,819001,CO-ED,男女,WHOLE DAY,全日,SAI KUNG,西貢區,AIDED,資助,PRIMARY,小學,24571302,24571302,22463506,22463506,http://www.yottkpps.edu.hk,http://www.yottkpps.edu.hk,NOT APPLICABLE,不適用
513962000223,Aided Primary Schools,資助小學,ST ANTONIUS PRIMARY SCHOOL,聖安當小學,1 YAU TONG ROAD KWUN TONG KOWLOON (EXCLUDING THE KINDERGARTEN SPACE AND 7/F),九龍觀塘油塘道1號(幼稚園部份及七樓除外),114-14-14,114-14-14,22-18-5,22-18-5,842474.9,842474.9,818045.2,818045.2,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,PRIMARY,小學,23484283,23484283,23496371,23496371,http://www.saps.edu.hk/,http://www.saps.edu.hk/,CATHOLICISM,天主教
114855000123,Aided Primary Schools,資助小學,TAI PO BAPTIST PUBLIC SCHOOL,大埔浸信會公立學校,ESTATE PRIMARY SCHOOL KWONG FUK ESTATE PHASE 1A TAI PO AREA 24 NEW TERRITORIES,新界大埔第24區廣福?第1期A屋?小學校舍,114-10-32,114-10-32,22-26-50,22-26-50,836137.6,836137.6,834198.7,834198.7,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,AIDED,資助,PRIMARY,小學,26563933,26563933,26577361,26577361,http://www.tpbps.edu.hk/,http://www.tpbps.edu.hk/,PROTESTANTISM / CHRISTIANITY,基督教
560685000123,Aided Primary Schools,資助小學,TWGH CHOW YIN SUM PRIMARY SCHOOL,東華三院周演森小學,8 TSING CHIN STREET TSING YI NEW TERRITORIES,新界青衣青芊街8號,114-6-9,114-6-9,22-20-56,22-20-56,828597,828597,823302,823302,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,PRIMARY,小學,24331081,24331081,24331091,24331091,http://twghscysps.edu.hk,http://twghscysps.edu.hk,NOT APPLICABLE,不適用
112992000123,Aided Primary Schools,資助小學,PUI LING SCHOOL OF THE PRECIOUS BLOOD,寶血會培靈學校,13 ON LOK MUN STREET ON LOK TSUEN FANLING NEW TERRITORIES,新界粉嶺安樂村安樂門街13號,114-8-38,114-8-38,22-29-51,22-29-51,832879.6,832879.6,839757.6,839757.6,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,PRIMARY,小學,26756617,26756617,26776207,26776207,http://www.plpb.edu.hk,http://www.plpb.edu.hk,CATHOLICISM,天主教
543217000123,Aided Primary Schools,資助小學,PO LEUNG KUK CASTAR PRIMARY SCHOOL,保良局世德小學,TSING LUK STREET TSING YI NEW TERRITORIES,新界青衣青綠街,114-6-24,114-6-24,22-21-18,22-21-18,829029,829029,823981,823981,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,PRIMARY,小學,24363923,24363923,24364113,24364113,http://www.plkcastar.edu.hk,http://www.plkcastar.edu.hk,NOT APPLICABLE,不適用
511382000123,Aided Primary Schools,資助小學,CATHOLIC MISSION SCHOOL,天主教總堂區學校,RUTTER STREET CENTRAL HONG KONG,香港中環律打街,114-8-50,114-8-50,22-17-3,22-17-3,833202,833202,816139,816139,CO-ED,男女,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,AIDED,資助,PRIMARY,小學,25477618,25477618,25591595,25591595,http://www.cms.edu.hk/,http://www.cms.edu.hk/,CATHOLICISM,天主教
113000000123,Aided Primary Schools,資助小學,TUNG KOON SCHOOL,東莞學校,JOCKEY CLUB ROAD SHEUNG SHUI NEW TERRITORIES,新界上水馬會道,114-7-52,114-7-52,22-30-10,22-30-10,831550,831550,840356,840356,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,PRIMARY,小學,26700334,26700334,26684311,26684311,http://www.tks.edu.hk/,http://www.tks.edu.hk/,NOT APPLICABLE,不適用
540188000123,Aided Primary Schools,資助小學,SPH RURAL COMMITTEE KUNG YIK SHE PRI SCH,十八鄉鄉事委員會公益社小學,"AREA 27 TIN SHUI WAI, YUEN LONG NEW TERRITORIES",新界元朗天水圍第27區,114-0-10,114-0-10,22-27-38,22-27-38,818353,818353,835694,835694,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,PRIMARY,小學,24486623,24486623,24481160,24481160,http://www.kysps.edu.hk/,http://www.kysps.edu.hk/,NOT APPLICABLE,不適用
522171000123,Aided Primary Schools,資助小學,CHR & MISSIONARY ALLIANCE SUN KEI PRI SC,基督教宣道會宣基小學,SHEUNG TAK ESTATE TSEUNG KWAN O NEW TERRITORIES,新界將軍澳尚德?,114-15-28,114-15-28,22-18-46,22-18-46,844603,844603,819300,819300,CO-ED,男女,WHOLE DAY,全日,SAI KUNG,西貢區,AIDED,資助,PRIMARY,小學,21916996,21916996,21916995,21916995,http://www.sunkei.edu.hk,http://www.sunkei.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
512770000123,Aided Primary Schools,資助小學,MAN KIU ASSOCIATION PRIMARY SCHOOL,閩僑小學,ESTATE SCHOOL NO. 3 UPPER NGAU TAU KOK ESTATE KWUN TONG KOWLOON,九龍觀塘牛頭角上?第三校舍,114-13-3,114-13-3,22-19-11,22-19-11,840464,840464,820095,820095,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,PRIMARY,小學,27570490,27570490,23313422,23313422,http://www.mkaps.edu.hk,http://www.mkaps.edu.hk,NOT APPLICABLE,不適用
115185000123,Aided Primary Schools,資助小學,THE ELCHK MA ON SHAN LUTHERAN PRI SCH,基督教香港信義會馬鞍山信義學校,HENG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山恆安?,114-13-42,114-13-42,22-24-55,22-24-55,841567,841567,830655,830655,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,PRIMARY,小學,26429118,26429118,26433927,26433927,http://www.mluthps.edu.hk,http://www.mluthps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
510335000123,Aided Primary Schools,資助小學,TWGH LI CHI HO PRIMARY SCHOOL,東華三院李賜豪小學,280 QUEENS ROAD EAST WAN CHAI HONG KONG,香港灣仔皇后大道東280號,114-10-37,114-10-37,22-16-32,22-16-32,836286,836286,815181,815181,CO-ED,男女,WHOLE DAY,全日,WAN CHAI,灣仔區,AIDED,資助,PRIMARY,小學,25750470,25750470,28348141,28348141,http://www.twghlchps.edu.hk,http://www.twghlchps.edu.hk,NOT APPLICABLE,不適用
512524000123,Aided Primary Schools,資助小學,KOWLOON WOMEN'S WEL CLUB LI PING MEM SCH,九龍婦女福利會李炳紀念學校,33 WYLIE ROAD KOWLOON,九龍衛理道33號,114-10-32,114-10-32,22-18-46,22-18-46,836127,836127,819324,819324,CO-ED,男女,WHOLE DAY,全日,YAU TSIM MONG,油尖旺區,AIDED,資助,PRIMARY,小學,27711695,27711695,27709664,27709664,http://www.kwwclpms.edu.hk,http://www.kwwclpms.edu.hk,NOT APPLICABLE,不適用
512249000123,Aided Primary Schools,資助小學,KAM TIN MUNG YEUNG PUBLIC SCHOOL,錦田公立蒙養學校,KAM TIN YUEN LONG NEW TERRITORIES (INCLUDING RAINSHELTER),新界元朗錦田(包括避雨亭),114-3-40,114-3-40,22-26-25,22-26-25,824343.5,824343.5,833439.7,833439.7,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,PRIMARY,小學,24762414,24762414,24744416,24744416,http://www.ktmy.edu.hk/,http://www.ktmy.edu.hk/,NOT APPLICABLE,不適用
114006000223,Aided Primary Schools,資助小學,SHEK LEI CATHOLIC PRIMARY SCHOOL,石籬天主教小學,11 SHEK PAI STREET KWAI CHUNG NEW TERRITORIES,新界葵涌石排街11號,114-8-31,114-8-31,22-22-0,22-22-0,832663,832663,825286,825286,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,PRIMARY,小學,24203186,24203186,24841426,24841426,,,CATHOLICISM,天主教
114391000123,Aided Primary Schools,資助小學,SHATIN TSUNG TSIN SCHOOL,沙田崇真學校,ESTATE SCHOOL 1 LEK YUEN ESTATE SHATIN NEW TERRITORIES,新界沙田瀝源?,114-11-27,114-11-27,22-23-8,22-23-8,837695,837695,827374,827374,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,PRIMARY,小學,26918194,26918194,26090597,26090597,http://www.stts.edu.hk/,http://www.stts.edu.hk/,PROTESTANTISM / CHRISTIANITY,基督教
513857000123,Aided Primary Schools,資助小學,SHAUKIWAN TSUNG TSIN SCHOOL,筲箕灣崇真學校,3 BASEL ROAD SHAUKIWAN HONG KONG,香港筲箕灣巴色道3號,114-13-52,114-13-52,22-16-55,22-16-55,841860,841860,815884,815884,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,AIDED,資助,PRIMARY,小學,25606272,25606272,25689410,25689410,http://www.skwtts.edu.hk,http://www.skwtts.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
535745000123,Aided Primary Schools,資助小學,XIANGGANG PTH YANXISHE PRI SCH OF SC & C,香港普通話研習社科技創意小學,"AREA 102, TIN SHUI WAI PHASE 2 (PRIMARY SCHOOL 1) YUEN LONG NEW TERRITORIES",新界元朗天水圍第102區第2期(小學1),113-59-55,113-59-55,22-27-51,22-27-51,817910,817910,836072,836072,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,PRIMARY,小學,24708080,24708080,24708070,24708070,http://www.xpypssc.edu.hk/,http://www.xpypssc.edu.hk/,NOT APPLICABLE,不適用
115487000123,Aided Primary Schools,資助小學,YCH CHIU TSANG HOK WAN PRIMARY SCHOOL,仁濟醫院趙曾學韞小學,"ESTATE PRIMARY SCHOOL TSING YI ESTATE, PHASE II TSING YI NEW TERRITORIES",新界青衣青衣?第二期屋?小學,114-6-10,114-6-10,22-21-25,22-21-25,828630,828630,824192,824192,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,PRIMARY,小學,24331788,24331788,24357023,24357023,http://www.ychcthwps.edu.hk,http://www.ychcthwps.edu.hk,NOT APPLICABLE,不適用
115142000123,Aided Primary Schools,資助小學,SAM SHUI NATIVES ASSO HUEN KING WING SCH,三水同鄉會禤景榮學校,ESTATE PRIMARY SCHOOL NO. 1 FU SHIN ESTATE TAI PO NEW TERRITORIES,新界大埔富善?屋?小學第一校舍,114-10-34,114-10-34,22-27-8,22-27-8,836199,836199,834757,834757,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,AIDED,資助,PRIMARY,小學,26619383,26619383,26643320,26643320,http://ssnasch.edu.hk/,http://ssnasch.edu.hk/,NOT APPLICABLE,不適用
513539000223,Aided Primary Schools,資助小學,SKH KEI YAN PRIMARY SCHOOL,聖公會基恩小學,109 HOLLYWOOD ROAD HONG KONG,香港荷李活道109號,114-9-6,114-9-6,22-17-2,22-17-2,833679,833679,816124,816124,CO-ED,男女,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,AIDED,資助,PRIMARY,小學,25240896,25240896,25217247,25217247,http://www.skhkyps.edu.hk,http://www.skhkyps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
511927000223,Aided Primary Schools,資助小學,HEEP YUNN PRIMARY SCHOOL,協恩中學附屬小學,1 FARM ROAD KOWLOON,九龍農圃道1號,114-11-7,114-11-7,22-19-18,22-19-18,837138,837138,820301,820301,GIRLS,女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,AIDED,資助,PRIMARY,小學,27111263,27111263,27141958,27141958,http://www.hyps.edu.hk,http://www.hyps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
511609000223,Aided Primary Schools,資助小學,CCC CHUN KWONG PRIMARY SCHOOL,中華基督教會元朗真光小學,CHUNG SING PATH YUEN LONG NEW TERRITORIES,新界元朗鐘聲徑,114-1-35,114-1-35,22-26-38,22-26-38,820775,820775,833849,833849,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,PRIMARY,小學,24762696,24762696,24430755,24430755,http://www.ckps.edu.hk,http://www.ckps.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
115630000123,Aided Primary Schools,資助小學,HK & MACAU LUTHERAN CHURCH PRI SCH,港澳信義會小學,4 CHAP FUK ROAD TSEUNG KWAN O NEW TERRITORIES,新界將軍澳集福路4號,114-15-59,114-15-59,22-19-11,22-19-11,845504,845504,820090,820090,CO-ED,男女,WHOLE DAY,全日,SAI KUNG,西貢區,AIDED,資助,PRIMARY,小學,27019803,27019803,27040066,27040066,http://www.hkmlcps.edu.hk/,http://www.hkmlcps.edu.hk/,PROTESTANTISM / CHRISTIANITY,基督教
510920000121,Aided Primary Schools,資助小學,PUN U ASSOCIATION WAH YAN PRIMARY SCHOOL (A.M.),番禺會所華仁小學(上午),1F SHIU FAI TERRACE STUBBS ROAD WAN CHAI HONG KONG,香港灣仔司徒拔道肇輝台1號F,114-10-35,114-10-35,22-16-23,22-16-23,836208,836208,814913,814913,BOYS,男,A.M.,上午,WAN CHAI,灣仔區,AIDED,資助,PRIMARY,小學,25742896,25742896,25724970,25724970,http://www.puawyps.edu.hk,http://www.puawyps.edu.hk,CATHOLICISM,天主教
150436000123,Aided Primary Schools,資助小學,MENG TAK CATHOLIC SCHOOL,天主教明德學校,11 CHEUNG MAN ROAD CHAI WAN HONG KONG,香港柴灣祥民道11號,114-14-10,114-14-10,22-16-6,22-16-6,842381.2,842381.2,814392.4,814392.4,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,AIDED,資助,PRIMARY,小學,25572244,25572244,25575324,25575324,http://mengtakps.edu.hk,http://mengtakps.edu.hk,CATHOLICISM,天主教
550248000123,Aided Primary Schools,資助小學,KLN BAY ST JOHN THE BAPTIST CATH PRI SC,九龍灣聖若翰天主教小學,23 KAI YIP ROAD KWUN TONG KOWLOON,九龍觀塘?業道23號,114-12-42,114-12-42,22-19-40,22-19-40,839859,839859,820983,820983,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,PRIMARY,小學,23432311,23432311,23433011,23433011,http://www.kbsjb.edu.hk,http://www.kbsjb.edu.hk,CATHOLICISM,天主教
513610000123,Aided Primary Schools,資助小學,SKH ST MICHAEL'S PRIMARY SCHOOL,聖公會聖米迦勒小學,23 FORTRESS HILL ROAD NORTH POINT HONG KONG,香港北角炮台山道23號,114-11-44,114-11-44,22-17-17,22-17-17,838201,838201,816560,816560,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,AIDED,資助,PRIMARY,小學,25709473,25709473,25034378,25034378,http://www.skhsms.edu.hk/,http://www.skhsms.edu.hk/,PROTESTANTISM / CHRISTIANITY,基督教
535699000123,Aided Primary Schools,資助小學,CHINESE YMCA PRIMARY SCHOOL,中華基督教青年會小學,AREA 102 TIN SHUI WAI PHASE 4 (SCHOOL 2) YUEN LONG NEW TERRITORIES,新界元朗天水圍102區第四期(第二學校),114-0-2,114-0-2,22-27-50,22-27-50,818122,818122,836057,836057,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,PRIMARY,小學,24450580,24450580,24483960,24483960,http://www.cymcaps.edu.hk/,http://www.cymcaps.edu.hk/,PROTESTANTISM / CHRISTIANITY,基督教
114847000123,Aided Primary Schools,資助小學,HK & MC LU CH WONG CHAN SOOK YING MEM SCH,港澳信義會黃陳淑英紀念學校,FAIRVIEW PARK D D 104 LOT 4665 ORCHID ROAD EAST TAI SHANG WAI YUEN LONG NEW TERRITORIES,新界元朗錦繡花園,114-2-58,114-2-58,22-28-21,22-28-21,823163,823163,837010,837010,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,PRIMARY,小學,24718502,24718502,24823204,24823204,http://www.wcsy.edu.hk/,http://www.wcsy.edu.hk/,PROTESTANTISM / CHRISTIANITY,基督教
514250000123,Aided Primary Schools,資助小學,ST ROSE OF LIMA'S SCHOOL,聖羅撒學校,4 EMBANKMENT ROAD KOWLOON,九龍基堤道4號,114-10-30,114-10-30,22-19-35,22-19-35,836081,836081,820808,820808,GIRLS,女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,AIDED,資助,PRIMARY,小學,23382807,23382807,23363158,23363158,http://www.srols.edu.hk,http://www.srols.edu.hk,CATHOLICISM,天主教
512010000123,Aided Primary Schools,資助小學,HOI PING CHAMBER OF COMMERCE PRI SCH,旅港開平商會學校,700 LAICHIKOK ROAD KOWLOON,九龍荔枝角道700號,114-9-12,114-9-12,22-20-4,22-20-4,833856,833856,821700,821700,CO-ED,男女,WHOLE DAY,全日,SHAM SHUI PO,深水?區,AIDED,資助,PRIMARY,小學,"23875605, 27285716","23875605, 27285716",27254961,27254961,http://www.hpccps.edu.hk,http://www.hpccps.edu.hk,NOT APPLICABLE,不適用
569631000123,Aided Primary Schools,資助小學,ST EUGENE DE MAZENOD OBLATE PRIMARY SCH,獻主會聖馬善樂小學,24 TIN KWONG ROAD TOKWAWAN KOWLOON,九龍土瓜灣天光道24號,114-11-10,114-11-10,22-19-11,22-19-11,837213,837213,820093,820093,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,AIDED,資助,PRIMARY,小學,27151011,27151011,27151012,27151012,http://www.semops.edu.hk,http://www.semops.edu.hk,CATHOLICISM,天主教
550426000123,Aided Primary Schools,資助小學,AD&FDPOH MRS CHENG YAM ON MILL SCH,博愛醫院歷屆總理聯誼會鄭任安夫人千禧小學,111 SO KWUN WAT ROAD TUEN MUN NEW TERRITORIES,新界屯門掃管笏路111號,114-0-14,114-0-14,22-22-19,22-22-19,818465,818465,825873,825873,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,PRIMARY,小學,24510088,24510088,24510022,24510022,http://www.mcyoms.edu.hk,http://www.mcyoms.edu.hk,NOT APPLICABLE,不適用
560642000123,Aided Primary Schools,資助小學,CCC KEI WA PRI SCH (KOWLOON TONG),中華基督教會基華小學(九龍塘),1B OXFORD ROAD KOWLOON TONG KOWLOON,九龍九龍塘牛津道1號B,114-10-49,114-10-49,22-19-47,22-19-47,836607.7,836607.7,821176.5,821176.5,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,AIDED,資助,PRIMARY,小學,22676676,22676676,23360665,23360665,http://www.kwpskt.edu.hk,http://www.kwpskt.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
521990000123,Aided Primary Schools,資助小學,GCEPSA WHAMPOA PRIMARY SCHOOL,葛量洪校友會黃埔學校,30 TAK ON STREET WHAMPOA GARDEN HUNG HOM KOWLOON,九龍紅磡黃埔花園德安街30號,114-11-29,114-11-29,22-18-12,22-18-12,837774,837774,818262,818262,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,AIDED,資助,PRIMARY,小學,23343673,23343673,23337689,23337689,http://www.gcewps.edu.hk/,http://www.gcewps.edu.hk/,NOT APPLICABLE,不適用
